[
[,"bb","Address","Princ_L#","Principal File","Init_L#","Initial File","Disassembly", "unhalted_core_cycles", "uops_retired:stall_cycles", "instruction_retired", "uops_retired:any", "load_latency", "mem_uncore_retired:local_dram_and_remote_cache_hit", "mem_uncore_retired:remote_dram", "mem_load_retired:llc_unshared_hit", "dtlb_latency", "dtlb_load_misses:stlb_hit", "dtlb_load_misses:walk_completed", "dtlb_load_misses:walk_cycles", "mem_uncore_retired:other_llc_miss", "mem_uncore_retired:remote_hitm", "mem_uncore_retired:local_hitm", "mem_load_retired:other_core_l2_hit_hitm", "mem_load_retired:l2_hit", "mem_load_retired:hit_lfb", "mem_load_retired:l1d_hit", "load_hit_pre", "instruction_starvation", "l2_rqsts:ifetch_miss", "l2_rqsts:ifetch_hit", "itlb_latency", "itlb_misses:0x10", "itlb_misses:walk_completed", "itlb_misses:walk_cycles", "offcore_requests_outstanding:demand_read_code:c=1", "uops_issued:stall_cycles", "resource_stalls:any", "bandwidth_saturated", "offcore_requests_outstanding:any_read:c=6", "offcore_requests_outstanding:demand_rfo:c=4", "branch_misprediction", "br_misp_retired:all_branches", "baclear:clear", "Wrong_path_cycles", "uops_issued:any", "uops_retired:retire_slots", "uops_issued:any:c=1", "store_resources_saturated", "resource_stalls:store", "offcore_requests_outstanding:demand_rfo:c=1", "instruction_latency", "arith:cycles_div_busy", "arith:div", "exception_handling", "uops_decoded:ms_cycles_active", "port_saturation", "uops_executed:port0", "uops_executed:port1", "uops_executed:port2_core", "uops_executed:port3_core", "uops_executed:port4_core", "uops_executed:port5",],
[,1,"0xeeec1f",1138,"lex.c",,"","movzbl (%rax),%eax ",  1, 1, 9, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 8, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 4, 2,],
[,1,"0xeeec22",1138,"lex.c",,"","movzbl %al,%eax ",  3, 7, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 3, 20, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 5, 2, 2,],
[,1,"0xeeec25",1138,"lex.c",,"","sub    $0x71,%eax ",  1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,],
[,1,"0xeeec28",1138,"lex.c",,"","mov    %eax,-0x14(%rbp) ",  4, 2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0,],
[,1,"0xeeec2b",1140,"lex.c",,"","mov    -0x38(%rbp),%rax ",  3, 4, 7, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 4, 1,],
[,1,"0xeeec2f",1140,"lex.c",,"","mov    (%rax),%rax ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,1,"0xeeec32",1140,"lex.c",,"","mov    (%rax),%rax ",  1, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1,],
[,1,"0xeeec35",1140,"lex.c",,"","mov    %rax,-0x20(%rbp) ",  6, 5, 14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 3, 11, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 6, 1, 5,],
[,1,"0xeeec39",1141,"lex.c",,"","cmpb   $0x0,-0x44(%rbp) ",  2, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 1,],
[,1,"0xeeec3d",1141,"lex.c",,"","jne    eeec7f  ",  0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1,],
[,2,"0xeeec3f",1142,,,, " Basic Block 2 <0xeeec5f>", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,2,"0xeeec3f",1142,"lex.c",,"","jmp    eeec5f  ",  0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,3,"0xeeec41",1144,,,, " Basic Block 3 <0xeeec5f>", 134, 93, 180, 173, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 10, 4, 10, 0, 0, 0, 0, 1, 105, 29, 0, 0, 0, 3, 0, 5, 6, 150, 127, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 43, 46, 36, 31, 27,],
[,3,"0xeeec41",1144,"lex.c",,"","mov    -0x14(%rbp),%eax ",  38, 22, 68, 60, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 4, 0, 5, 0, 0, 0, 0, 0, 35, 7, 0, 0, 0, 1, 0, 2, 6, 58, 37, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 9, 8, 11, 8,],
[,3,"0xeeec44",1144,"lex.c",,"","imul   $0x43,%eax,%edx ",  12, 6, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 0, 1, 9, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 4, 5,],
[,3,"0xeeec47",1144,"lex.c",,"","mov    -0x20(%rbp),%rax ",  5, 2, 6, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 1, 2, 1,],
[,3,"0xeeec4b",1144,"lex.c",,"","movzbl (%rax),%eax ",  0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0,],
[,3,"0xeeec4e",1144,"lex.c",,"","movzbl %al,%eax ",  34, 35, 48, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 27, 11, 0, 0, 0, 1, 0, 2, 0, 30, 35, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 14, 15, 7, 7,],
[,3,"0xeeec51",1144,"lex.c",,"","lea    (%rdx,%rax,1),%eax ",  0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1,],
[,3,"0xeeec54",1144,"lex.c",,"","sub    $0x71,%eax ",  3, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0,],
[,3,"0xeeec57",1144,"lex.c",,"","mov    %eax,-0x14(%rbp) ",  4, 2, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 1, 6, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 3, 1, 1,],
[,3,"0xeeec5a",1145,"lex.c",,"","addq   $0x1,-0x20(%rbp) ",  38, 22, 41, 40, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 2, 0, 0, 0, 0, 0, 0, 23, 8, 0, 0, 0, 0, 0, 1, 0, 37, 39, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 15, 7, 4, 4,],
[,4,"0xeeec5f",1142,,,, " Basic Block 4 <0xeeec41><0xeeec7f>", 309, 161, 452, 426, 9, 0, 0, 2, 3, 5, 0, 1, 0, 0, 0, 0, 3, 0, 108, 0, 17, 6, 16, 0, 0, 0, 0, 1, 217, 86, 0, 0, 0, 4, 0, 7, 7, 391, 362, 114, 0, 0, 0, 0, 0, 0, 2, 2, 0, 57, 84, 150, 65, 101, 67,],
[,4,"0xeeec5f",1142,"lex.c",,"","mov    -0x20(%rbp),%rax ",  8, 2, 9, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 9, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4, 3, 2, 2,],
[,4,"0xeeec63",1142,"lex.c",,"","movzbl (%rax),%eax ",  14, 7, 44, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 1, 0, 2, 0, 0, 0, 0, 0, 19, 9, 0, 0, 0, 0, 0, 0, 0, 32, 37, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 10, 8, 10, 8,],
[,4,"0xeeec66",1142,"lex.c",,"","movzbl %al,%eax ",  71, 44, 125, 107, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 3, 0, 0, 0, 0, 1, 56, 15, 0, 0, 0, 0, 0, 1, 9, 99, 72, 39, 0, 0, 0, 0, 0, 0, 1, 1, 0, 17, 24, 41, 16, 22, 10,],
[,4,"0xeeec69",1142,"lex.c",,"","cltq    ",  3, 2, 8, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 0, 5, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0,],
[,4,"0xeeec6b",1142,"lex.c",,"","movzwl 0x1286580(%rax,%rax,1),%eax ",  23, 13, 26, 27, 6, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 61, 0, 0, 0, 1, 0, 0, 0, 0, 0, 14, 6, 0, 0, 0, 1, 0, 2, 1, 34, 28, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 9, 4, 6, 4,],
[,4,"0xeeec72",1142,"lex.c",,"","null ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,4,"0xeeec73",1142,"lex.c",,"","movzwl %ax,%eax ",  138, 74, 184, 165, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 8, 0, 0, 0, 0, 0, 92, 36, 0, 0, 0, 1, 0, 3, 2, 161, 150, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 40, 57, 25, 48, 27,],
[,4,"0xeeec76",1142,"lex.c",,"","and    $0x204,%eax ",  15, 4, 16, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 10, 4, 0, 0, 0, 0, 0, 0, 2, 21, 14, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 7, 1, 7, 8,],
[,4,"0xeeec7b",1142,"lex.c",,"","test   %eax,%eax ",  37, 15, 40, 50, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 0, 0, 0, 0, 0, 1, 0, 30, 47, 18, 0, 0, 0, 0, 0, 0, 1, 1, 0, 4, 7, 17, 7, 6, 8,],
[,4,"0xeeec7d",1142,"lex.c",,"","jne    eeec41  ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,"0xeeec7f",1147,,,, " Basic Block 5 <0xeeecd7><0xeeec93>", 81, 50, 46, 49, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 7, 1, 8, 0, 0, 0, 0, 0, 58, 11, 0, 0, 0, 10, 1, 7, 0, 48, 47, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 30, 16, 16, 12,],
[,5,"0xeeec7f",1147,"lex.c",,"","mov    -0x38(%rbp),%rax ",  29, 14, 34, 35, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 0, 0, 0, 6, 1, 0, 0, 26, 34, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 15, 5, 5, 2,],
[,5,"0xeeec83",1147,"lex.c",,"","mov    (%rax),%rax ",  23, 12, 8, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 20, 4, 0, 0, 0, 0, 0, 1, 0, 13, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 5, 8, 4,],
[,5,"0xeeec86",1147,"lex.c",,"","mov    -0x20(%rbp),%rdx ",  10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 3, 0, 0,],
[,5,"0xeeec8a",1147,"lex.c",,"","mov    %rdx,(%rax) ",  2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0,],
[,5,"0xeeec8d",1148,"lex.c",,"","cmpb   $0x0,-0x44(%rbp) ",  16, 13, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 1, 0, 3, 1, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 2, 3, 5,],
[,5,"0xeeec91",1148,"lex.c",,"","jne    eeecd7  ",  1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1,],
